year,cites_per_year,author
2022,1480,Novotny Vojtech
2023,801,Novotny Vojtech
2009,6,HRCEK Jan
2010,6,HRCEK Jan
2011,6,HRCEK Jan
2012,42,HRCEK Jan
2013,71,HRCEK Jan
2014,99,HRCEK Jan
2015,112,HRCEK Jan
2016,174,HRCEK Jan
2017,196,HRCEK Jan
2018,192,HRCEK Jan
2019,251,HRCEK Jan
2020,275,HRCEK Jan
2021,317,HRCEK Jan
2022,273,HRCEK Jan
2023,157,HRCEK Jan
1998,18,DOLEZEL David
1999,13,DOLEZEL David
2000,12,DOLEZEL David
2001,23,DOLEZEL David
2002,15,DOLEZEL David
2003,25,DOLEZEL David
2004,39,DOLEZEL David
2005,40,DOLEZEL David
2006,32,DOLEZEL David
2007,22,DOLEZEL David
2008,62,DOLEZEL David
2009,57,DOLEZEL David
2010,35,DOLEZEL David
2011,56,DOLEZEL David
2012,38,DOLEZEL David
2013,58,DOLEZEL David
2014,77,DOLEZEL David
2015,74,DOLEZEL David
2016,109,DOLEZEL David
2017,121,DOLEZEL David
2018,120,DOLEZEL David
2019,107,DOLEZEL David
2020,142,DOLEZEL David
2021,176,DOLEZEL David
2022,221,DOLEZEL David
2023,144,DOLEZEL David
2003,13,ZIKOVA Alena
2004,16,ZIKOVA Alena
2005,23,ZIKOVA Alena
2006,45,ZIKOVA Alena
2007,45,ZIKOVA Alena
2008,107,ZIKOVA Alena
2009,93,ZIKOVA Alena
2010,177,ZIKOVA Alena
2011,145,ZIKOVA Alena
2012,171,ZIKOVA Alena
2013,157,ZIKOVA Alena
2014,106,ZIKOVA Alena
2015,181,ZIKOVA Alena
2016,149,ZIKOVA Alena
2017,130,ZIKOVA Alena
2018,187,ZIKOVA Alena
2019,148,ZIKOVA Alena
2020,183,ZIKOVA Alena
2021,284,ZIKOVA Alena
2022,215,ZIKOVA Alena
2023,152,ZIKOVA Alena
2001,226,LIZ-MARZAN Luis
2002,285,LIZ-MARZAN Luis
2003,589,LIZ-MARZAN Luis
2004,823,LIZ-MARZAN Luis
2005,1026,LIZ-MARZAN Luis
2006,1353,LIZ-MARZAN Luis
2007,1655,LIZ-MARZAN Luis
2008,1953,LIZ-MARZAN Luis
2009,2162,LIZ-MARZAN Luis
2010,2855,LIZ-MARZAN Luis
2011,3485,LIZ-MARZAN Luis
2012,4272,LIZ-MARZAN Luis
2013,4770,LIZ-MARZAN Luis
2014,5119,LIZ-MARZAN Luis
2015,5653,LIZ-MARZAN Luis
2016,5710,LIZ-MARZAN Luis
2017,5664,LIZ-MARZAN Luis
2018,6176,LIZ-MARZAN Luis
2019,6195,LIZ-MARZAN Luis
2020,7085,LIZ-MARZAN Luis
2021,7541,LIZ-MARZAN Luis
2022,6944,LIZ-MARZAN Luis
2023,4141,LIZ-MARZAN Luis
1996,325,Prato Maurizio
1997,390,Prato Maurizio
1998,407,Prato Maurizio
1999,523,Prato Maurizio
2000,683,Prato Maurizio
2001,663,Prato Maurizio
2002,973,Prato Maurizio
2003,928,Prato Maurizio
2004,1107,Prato Maurizio
2005,1638,Prato Maurizio
2006,2617,Prato Maurizio
2007,3130,Prato Maurizio
2008,3519,Prato Maurizio
2009,3972,Prato Maurizio
2010,4749,Prato Maurizio
2011,5262,Prato Maurizio
2012,5046,Prato Maurizio
2013,5471,Prato Maurizio
2014,5147,Prato Maurizio
2015,4937,Prato Maurizio
2016,5482,Prato Maurizio
2017,5191,Prato Maurizio
2018,5541,Prato Maurizio
2019,5110,Prato Maurizio
2020,5465,Prato Maurizio
2021,5764,Prato Maurizio
2022,5295,Prato Maurizio
2023,3170,Prato Maurizio
2005,26,López Gallego Fernando
2006,97,López Gallego Fernando
2007,147,López Gallego Fernando
2008,161,López Gallego Fernando
2009,217,López Gallego Fernando
2010,205,López Gallego Fernando
2011,319,López Gallego Fernando
2012,329,López Gallego Fernando
2013,436,López Gallego Fernando
2014,381,López Gallego Fernando
2015,414,López Gallego Fernando
2016,504,López Gallego Fernando
2017,458,López Gallego Fernando
2018,622,López Gallego Fernando
2019,627,López Gallego Fernando
2020,723,López Gallego Fernando
2021,791,López Gallego Fernando
2022,828,López Gallego Fernando
2023,492,López Gallego Fernando
2005,20,Cortajarena Aitziber
2006,30,Cortajarena Aitziber
2007,40,Cortajarena Aitziber
2008,68,Cortajarena Aitziber
2009,66,Cortajarena Aitziber
2010,77,Cortajarena Aitziber
2011,66,Cortajarena Aitziber
2012,96,Cortajarena Aitziber
2013,132,Cortajarena Aitziber
2014,119,Cortajarena Aitziber
2015,213,Cortajarena Aitziber
2016,250,Cortajarena Aitziber
2017,237,Cortajarena Aitziber
2018,322,Cortajarena Aitziber
2019,438,Cortajarena Aitziber
2020,499,Cortajarena Aitziber
2021,614,Cortajarena Aitziber
2022,604,Cortajarena Aitziber
2023,409,Cortajarena Aitziber
2001,226,Liz Marzán Luis Manuel
2002,285,Liz Marzán Luis Manuel
2003,589,Liz Marzán Luis Manuel
2004,823,Liz Marzán Luis Manuel
2005,1026,Liz Marzán Luis Manuel
2006,1353,Liz Marzán Luis Manuel
2007,1655,Liz Marzán Luis Manuel
2008,1953,Liz Marzán Luis Manuel
2009,2162,Liz Marzán Luis Manuel
2010,2855,Liz Marzán Luis Manuel
2011,3485,Liz Marzán Luis Manuel
2012,4272,Liz Marzán Luis Manuel
2013,4770,Liz Marzán Luis Manuel
2014,5119,Liz Marzán Luis Manuel
2015,5653,Liz Marzán Luis Manuel
2016,5710,Liz Marzán Luis Manuel
2017,5664,Liz Marzán Luis Manuel
2018,6176,Liz Marzán Luis Manuel
2019,6195,Liz Marzán Luis Manuel
2020,7085,Liz Marzán Luis Manuel
2021,7541,Liz Marzán Luis Manuel
2022,6944,Liz Marzán Luis Manuel
2023,4141,Liz Marzán Luis Manuel
2001,226,LIZ MARZAN Luis Manuel
2002,285,LIZ MARZAN Luis Manuel
2003,589,LIZ MARZAN Luis Manuel
2004,823,LIZ MARZAN Luis Manuel
2005,1026,LIZ MARZAN Luis Manuel
2006,1353,LIZ MARZAN Luis Manuel
2007,1655,LIZ MARZAN Luis Manuel
2008,1953,LIZ MARZAN Luis Manuel
2009,2162,LIZ MARZAN Luis Manuel
2010,2855,LIZ MARZAN Luis Manuel
2011,3485,LIZ MARZAN Luis Manuel
2012,4272,LIZ MARZAN Luis Manuel
2013,4770,LIZ MARZAN Luis Manuel
2014,5119,LIZ MARZAN Luis Manuel
2015,5653,LIZ MARZAN Luis Manuel
2016,5710,LIZ MARZAN Luis Manuel
2017,5664,LIZ MARZAN Luis Manuel
2018,6176,LIZ MARZAN Luis Manuel
2019,6195,LIZ MARZAN Luis Manuel
2020,7085,LIZ MARZAN Luis Manuel
2021,7541,LIZ MARZAN Luis Manuel
2022,6944,LIZ MARZAN Luis Manuel
2023,4141,LIZ MARZAN Luis Manuel
2010,33,Di Pino Giovanni
2011,60,Di Pino Giovanni
2012,65,Di Pino Giovanni
2013,70,Di Pino Giovanni
2014,183,Di Pino Giovanni
2015,274,Di Pino Giovanni
2016,403,Di Pino Giovanni
2017,420,Di Pino Giovanni
2018,537,Di Pino Giovanni
2019,556,Di Pino Giovanni
2020,736,Di Pino Giovanni
2021,775,Di Pino Giovanni
2022,846,Di Pino Giovanni
2023,468,Di Pino Giovanni
2010,33,DI PINO Giovanni
2011,60,DI PINO Giovanni
2012,65,DI PINO Giovanni
2013,70,DI PINO Giovanni
2014,183,DI PINO Giovanni
2015,274,DI PINO Giovanni
2016,403,DI PINO Giovanni
2017,420,DI PINO Giovanni
2018,537,DI PINO Giovanni
2019,556,DI PINO Giovanni
2020,736,DI PINO Giovanni
2021,775,DI PINO Giovanni
2022,846,DI PINO Giovanni
2023,468,DI PINO Giovanni
1988,120,Kollias Georgios
1989,192,Kollias Georgios
1990,236,Kollias Georgios
1991,194,Kollias Georgios
1992,176,Kollias Georgios
1993,240,Kollias Georgios
1994,189,Kollias Georgios
1995,244,Kollias Georgios
1996,319,Kollias Georgios
1997,456,Kollias Georgios
1998,590,Kollias Georgios
1999,775,Kollias Georgios
2000,873,Kollias Georgios
2001,935,Kollias Georgios
2002,1121,Kollias Georgios
2003,1193,Kollias Georgios
2004,1309,Kollias Georgios
2005,1479,Kollias Georgios
2006,1613,Kollias Georgios
2007,1793,Kollias Georgios
2008,1800,Kollias Georgios
2009,1684,Kollias Georgios
2010,1891,Kollias Georgios
2011,2034,Kollias Georgios
2012,2143,Kollias Georgios
2013,2028,Kollias Georgios
2014,2068,Kollias Georgios
2015,2096,Kollias Georgios
2016,2006,Kollias Georgios
2017,1899,Kollias Georgios
2018,1965,Kollias Georgios
2019,1974,Kollias Georgios
2020,2060,Kollias Georgios
2021,2304,Kollias Georgios
2022,2235,Kollias Georgios
2023,1135,Kollias Georgios
2007,11,Stefanovic Sofija
2008,8,Stefanovic Sofija
2009,7,Stefanovic Sofija
2010,15,Stefanovic Sofija
2011,24,Stefanovic Sofija
2012,31,Stefanovic Sofija
2013,49,Stefanovic Sofija
2014,36,Stefanovic Sofija
2015,55,Stefanovic Sofija
2016,63,Stefanovic Sofija
2017,61,Stefanovic Sofija
2018,53,Stefanovic Sofija
2019,71,Stefanovic Sofija
2020,121,Stefanovic Sofija
2021,234,Stefanovic Sofija
2022,213,Stefanovic Sofija
2023,112,Stefanovic Sofija
1994,116,RICCI Francesco
1995,102,RICCI Francesco
1996,87,RICCI Francesco
1997,105,RICCI Francesco
1998,99,RICCI Francesco
1999,127,RICCI Francesco
2000,166,RICCI Francesco
2001,147,RICCI Francesco
2002,210,RICCI Francesco
2003,207,RICCI Francesco
2004,295,RICCI Francesco
2005,322,RICCI Francesco
2006,388,RICCI Francesco
2007,497,RICCI Francesco
2008,696,RICCI Francesco
2009,854,RICCI Francesco
2010,1060,RICCI Francesco
2011,1249,RICCI Francesco
2012,1586,RICCI Francesco
2013,1749,RICCI Francesco
2014,1993,RICCI Francesco
2015,2024,RICCI Francesco
2016,2201,RICCI Francesco
2017,2340,RICCI Francesco
2018,2457,RICCI Francesco
2019,2601,RICCI Francesco
2020,3023,RICCI Francesco
2021,3792,RICCI Francesco
2022,3922,RICCI Francesco
2023,2399,RICCI Francesco
2011,4,DE ROSA Antonio
2012,6,DE ROSA Antonio
2013,4,DE ROSA Antonio
2014,28,DE ROSA Antonio
2015,8,DE ROSA Antonio
2016,19,DE ROSA Antonio
2017,25,DE ROSA Antonio
2018,29,DE ROSA Antonio
2019,31,DE ROSA Antonio
2020,48,DE ROSA Antonio
2021,148,DE ROSA Antonio
2022,117,DE ROSA Antonio
2023,56,DE ROSA Antonio
2001,71,LA FERRARA Eliana
2002,79,LA FERRARA Eliana
2003,135,LA FERRARA Eliana
2004,186,LA FERRARA Eliana
2005,297,LA FERRARA Eliana
2006,321,LA FERRARA Eliana
2007,427,LA FERRARA Eliana
2008,501,LA FERRARA Eliana
2009,595,LA FERRARA Eliana
2010,678,LA FERRARA Eliana
2011,729,LA FERRARA Eliana
2012,781,LA FERRARA Eliana
2013,891,LA FERRARA Eliana
2014,930,LA FERRARA Eliana
2015,1004,LA FERRARA Eliana
2016,1095,LA FERRARA Eliana
2017,1217,LA FERRARA Eliana
2018,1183,LA FERRARA Eliana
2019,1311,LA FERRARA Eliana
2020,1383,LA FERRARA Eliana
2021,1520,LA FERRARA Eliana
2022,1721,LA FERRARA Eliana
2023,995,LA FERRARA Eliana
2012,4,SZABO Botond
2013,20,SZABO Botond
2014,40,SZABO Botond
2015,53,SZABO Botond
2016,64,SZABO Botond
2017,76,SZABO Botond
2018,88,SZABO Botond
2019,88,SZABO Botond
2020,172,SZABO Botond
2021,165,SZABO Botond
2022,203,SZABO Botond
2023,124,SZABO Botond
2001,42,Marinacci Massimo
2002,59,Marinacci Massimo
2003,117,Marinacci Massimo
2004,151,Marinacci Massimo
2005,259,Marinacci Massimo
2006,225,Marinacci Massimo
2007,274,Marinacci Massimo
2008,358,Marinacci Massimo
2009,437,Marinacci Massimo
2010,423,Marinacci Massimo
2011,605,Marinacci Massimo
2012,598,Marinacci Massimo
2013,664,Marinacci Massimo
2014,643,Marinacci Massimo
2015,700,Marinacci Massimo
2016,717,Marinacci Massimo
2017,769,Marinacci Massimo
2018,711,Marinacci Massimo
2019,851,Marinacci Massimo
2020,766,Marinacci Massimo
2021,925,Marinacci Massimo
2022,1094,Marinacci Massimo
2023,606,Marinacci Massimo
2001,71,La Ferrara Eliana
2002,79,La Ferrara Eliana
2003,135,La Ferrara Eliana
2004,186,La Ferrara Eliana
2005,297,La Ferrara Eliana
2006,321,La Ferrara Eliana
2007,427,La Ferrara Eliana
2008,501,La Ferrara Eliana
2009,595,La Ferrara Eliana
2010,678,La Ferrara Eliana
2011,729,La Ferrara Eliana
2012,781,La Ferrara Eliana
2013,891,La Ferrara Eliana
2014,930,La Ferrara Eliana
2015,1004,La Ferrara Eliana
2016,1095,La Ferrara Eliana
2017,1217,La Ferrara Eliana
2018,1183,La Ferrara Eliana
2019,1311,La Ferrara Eliana
2020,1383,La Ferrara Eliana
2021,1520,La Ferrara Eliana
2022,1721,La Ferrara Eliana
2023,995,La Ferrara Eliana
2007,13,PINOTTI Paolo
2008,12,PINOTTI Paolo
2009,34,PINOTTI Paolo
2010,62,PINOTTI Paolo
2011,92,PINOTTI Paolo
2012,92,PINOTTI Paolo
2013,115,PINOTTI Paolo
2014,142,PINOTTI Paolo
2015,156,PINOTTI Paolo
2016,186,PINOTTI Paolo
2017,204,PINOTTI Paolo
2018,259,PINOTTI Paolo
2019,299,PINOTTI Paolo
2020,390,PINOTTI Paolo
2021,425,PINOTTI Paolo
2022,544,PINOTTI Paolo
2023,341,PINOTTI Paolo
2003,18,Aassve Arnstein
2004,34,Aassve Arnstein
2005,60,Aassve Arnstein
2006,92,Aassve Arnstein
2007,115,Aassve Arnstein
2008,149,Aassve Arnstein
2009,218,Aassve Arnstein
2010,204,Aassve Arnstein
2011,220,Aassve Arnstein
2012,213,Aassve Arnstein
2013,286,Aassve Arnstein
2014,322,Aassve Arnstein
2015,298,Aassve Arnstein
2016,434,Aassve Arnstein
2017,442,Aassve Arnstein
2018,474,Aassve Arnstein
2019,420,Aassve Arnstein
2020,460,Aassve Arnstein
2021,669,Aassve Arnstein
2022,732,Aassve Arnstein
2023,357,Aassve Arnstein
2009,4,Decarolis Francesco
2010,15,Decarolis Francesco
2011,12,Decarolis Francesco
2012,21,Decarolis Francesco
2013,33,Decarolis Francesco
2014,67,Decarolis Francesco
2015,63,Decarolis Francesco
2016,89,Decarolis Francesco
2017,105,Decarolis Francesco
2018,121,Decarolis Francesco
2019,146,Decarolis Francesco
2020,236,Decarolis Francesco
2021,246,Decarolis Francesco
2022,261,Decarolis Francesco
2023,167,Decarolis Francesco
2004,18,Melegaro Alessia
2005,43,Melegaro Alessia
2006,87,Melegaro Alessia
2007,81,Melegaro Alessia
2008,131,Melegaro Alessia
2009,127,Melegaro Alessia
2010,150,Melegaro Alessia
2011,158,Melegaro Alessia
2012,221,Melegaro Alessia
2013,253,Melegaro Alessia
2014,245,Melegaro Alessia
2015,225,Melegaro Alessia
2016,246,Melegaro Alessia
2017,257,Melegaro Alessia
2018,274,Melegaro Alessia
2019,264,Melegaro Alessia
2020,602,Melegaro Alessia
2021,766,Melegaro Alessia
2022,720,Melegaro Alessia
2023,342,Melegaro Alessia
2012,20,SQUICCIARINI Mara Pasquamaria
2013,37,SQUICCIARINI Mara Pasquamaria
2014,62,SQUICCIARINI Mara Pasquamaria
2015,65,SQUICCIARINI Mara Pasquamaria
2016,90,SQUICCIARINI Mara Pasquamaria
2017,104,SQUICCIARINI Mara Pasquamaria
2018,132,SQUICCIARINI Mara Pasquamaria
2019,121,SQUICCIARINI Mara Pasquamaria
2020,129,SQUICCIARINI Mara Pasquamaria
2021,182,SQUICCIARINI Mara Pasquamaria
2022,184,SQUICCIARINI Mara Pasquamaria
2023,105,SQUICCIARINI Mara Pasquamaria
2006,19,Alfani Guido
2007,15,Alfani Guido
2008,25,Alfani Guido
2009,30,Alfani Guido
2010,47,Alfani Guido
2011,78,Alfani Guido
2012,157,Alfani Guido
2013,156,Alfani Guido
2014,187,Alfani Guido
2015,217,Alfani Guido
2016,226,Alfani Guido
2017,237,Alfani Guido
2018,288,Alfani Guido
2019,306,Alfani Guido
2020,476,Alfani Guido
2021,570,Alfani Guido
2022,579,Alfani Guido
2023,229,Alfani Guido
2010,19,LE BARBANCHON Thomas
2011,30,LE BARBANCHON Thomas
2012,67,LE BARBANCHON Thomas
2013,83,LE BARBANCHON Thomas
2014,100,LE BARBANCHON Thomas
2015,143,LE BARBANCHON Thomas
2016,125,LE BARBANCHON Thomas
2017,142,LE BARBANCHON Thomas
2018,140,LE BARBANCHON Thomas
2019,177,LE BARBANCHON Thomas
2020,236,LE BARBANCHON Thomas
2021,343,LE BARBANCHON Thomas
2022,364,LE BARBANCHON Thomas
2023,216,LE BARBANCHON Thomas
2019,34,PAROLIN Zachary
2020,410,PAROLIN Zachary
2021,895,PAROLIN Zachary
2022,954,PAROLIN Zachary
2023,516,PAROLIN Zachary
2001,22,ROSEN Alon
2002,26,ROSEN Alon
2003,51,ROSEN Alon
2004,33,ROSEN Alon
2005,49,ROSEN Alon
2006,71,ROSEN Alon
2007,81,ROSEN Alon
2008,125,ROSEN Alon
2009,172,ROSEN Alon
2010,186,ROSEN Alon
2011,173,ROSEN Alon
2012,268,ROSEN Alon
2013,250,ROSEN Alon
2014,302,ROSEN Alon
2015,294,ROSEN Alon
2016,366,ROSEN Alon
2017,345,ROSEN Alon
2018,393,ROSEN Alon
2019,456,ROSEN Alon
2020,451,ROSEN Alon
2021,429,ROSEN Alon
2022,471,ROSEN Alon
2023,240,ROSEN Alon
2000,37,Monacelli Tommaso
2001,45,Monacelli Tommaso
2002,55,Monacelli Tommaso
2003,64,Monacelli Tommaso
2004,139,Monacelli Tommaso
2005,181,Monacelli Tommaso
2006,229,Monacelli Tommaso
2007,279,Monacelli Tommaso
2008,355,Monacelli Tommaso
2009,446,Monacelli Tommaso
2010,483,Monacelli Tommaso
2011,473,Monacelli Tommaso
2012,481,Monacelli Tommaso
2013,641,Monacelli Tommaso
2014,637,Monacelli Tommaso
2015,633,Monacelli Tommaso
2016,716,Monacelli Tommaso
2017,583,Monacelli Tommaso
2018,590,Monacelli Tommaso
2019,553,Monacelli Tommaso
2020,601,Monacelli Tommaso
2021,534,Monacelli Tommaso
2022,544,Monacelli Tommaso
2023,306,Monacelli Tommaso
2011,7,BALBO Nicoletta
2012,5,BALBO Nicoletta
2013,34,BALBO Nicoletta
2014,53,BALBO Nicoletta
2015,77,BALBO Nicoletta
2016,130,BALBO Nicoletta
2017,129,BALBO Nicoletta
2018,156,BALBO Nicoletta
2019,148,BALBO Nicoletta
2020,184,BALBO Nicoletta
2021,185,BALBO Nicoletta
2022,210,BALBO Nicoletta
2023,127,BALBO Nicoletta
2007,109,Stuckler David
2008,152,Stuckler David
2009,302,Stuckler David
2010,480,Stuckler David
2011,841,Stuckler David
2012,1315,Stuckler David
2013,2082,Stuckler David
2014,2827,Stuckler David
2015,3161,Stuckler David
2016,3402,Stuckler David
2017,3561,Stuckler David
2018,3547,Stuckler David
2019,3758,Stuckler David
2020,4242,Stuckler David
2021,4639,Stuckler David
2022,4392,Stuckler David
2023,2061,Stuckler David
2003,18,AASSVE Arnstein
2004,34,AASSVE Arnstein
2005,60,AASSVE Arnstein
2006,92,AASSVE Arnstein
2007,115,AASSVE Arnstein
2008,149,AASSVE Arnstein
2009,218,AASSVE Arnstein
2010,204,AASSVE Arnstein
2011,220,AASSVE Arnstein
2012,213,AASSVE Arnstein
2013,286,AASSVE Arnstein
2014,322,AASSVE Arnstein
2015,298,AASSVE Arnstein
2016,434,AASSVE Arnstein
2017,442,AASSVE Arnstein
2018,474,AASSVE Arnstein
2019,420,AASSVE Arnstein
2020,460,AASSVE Arnstein
2021,669,AASSVE Arnstein
2022,732,AASSVE Arnstein
2023,357,AASSVE Arnstein
2004,18,MELEGARO Alessia
2005,43,MELEGARO Alessia
2006,87,MELEGARO Alessia
2007,81,MELEGARO Alessia
2008,131,MELEGARO Alessia
2009,127,MELEGARO Alessia
2010,150,MELEGARO Alessia
2011,158,MELEGARO Alessia
2012,221,MELEGARO Alessia
2013,253,MELEGARO Alessia
2014,245,MELEGARO Alessia
2015,225,MELEGARO Alessia
2016,246,MELEGARO Alessia
2017,257,MELEGARO Alessia
2018,274,MELEGARO Alessia
2019,264,MELEGARO Alessia
2020,602,MELEGARO Alessia
2021,766,MELEGARO Alessia
2022,720,MELEGARO Alessia
2023,342,MELEGARO Alessia
2001,42,Marinacci Massimo
2002,59,Marinacci Massimo
2003,117,Marinacci Massimo
2004,151,Marinacci Massimo
2005,259,Marinacci Massimo
2006,225,Marinacci Massimo
2007,274,Marinacci Massimo
2008,358,Marinacci Massimo
2009,437,Marinacci Massimo
2010,423,Marinacci Massimo
2011,605,Marinacci Massimo
2012,598,Marinacci Massimo
2013,664,Marinacci Massimo
2014,643,Marinacci Massimo
2015,700,Marinacci Massimo
2016,717,Marinacci Massimo
2017,769,Marinacci Massimo
2018,711,Marinacci Massimo
2019,851,Marinacci Massimo
2020,766,Marinacci Massimo
2021,925,Marinacci Massimo
2022,1094,Marinacci Massimo
2023,606,Marinacci Massimo
2001,18,OTTAVIANI Marco
2002,31,OTTAVIANI Marco
2003,44,OTTAVIANI Marco
2004,60,OTTAVIANI Marco
2005,91,OTTAVIANI Marco
2006,139,OTTAVIANI Marco
2007,123,OTTAVIANI Marco
2008,190,OTTAVIANI Marco
2009,227,OTTAVIANI Marco
2010,264,OTTAVIANI Marco
2011,293,OTTAVIANI Marco
2012,325,OTTAVIANI Marco
2013,353,OTTAVIANI Marco
2014,372,OTTAVIANI Marco
2015,422,OTTAVIANI Marco
2016,354,OTTAVIANI Marco
2017,417,OTTAVIANI Marco
2018,409,OTTAVIANI Marco
2019,428,OTTAVIANI Marco
2020,386,OTTAVIANI Marco
2021,446,OTTAVIANI Marco
2022,452,OTTAVIANI Marco
2023,284,OTTAVIANI Marco
2006,42,Gennaioli Nicola
2007,64,Gennaioli Nicola
2008,96,Gennaioli Nicola
2009,96,Gennaioli Nicola
2010,152,Gennaioli Nicola
2011,174,Gennaioli Nicola
2012,260,Gennaioli Nicola
2013,411,Gennaioli Nicola
2014,643,Gennaioli Nicola
2015,808,Gennaioli Nicola
2016,978,Gennaioli Nicola
2017,1014,Gennaioli Nicola
2018,1407,Gennaioli Nicola
2019,1394,Gennaioli Nicola
2020,1689,Gennaioli Nicola
2021,2104,Gennaioli Nicola
2022,2402,Gennaioli Nicola
2023,1363,Gennaioli Nicola
1991,179,Tabellini Guido
1992,270,Tabellini Guido
1993,341,Tabellini Guido
1994,391,Tabellini Guido
1995,488,Tabellini Guido
1996,571,Tabellini Guido
1997,704,Tabellini Guido
1998,767,Tabellini Guido
1999,948,Tabellini Guido
2000,1031,Tabellini Guido
2001,1107,Tabellini Guido
2002,1470,Tabellini Guido
2003,1827,Tabellini Guido
2004,1964,Tabellini Guido
2005,1939,Tabellini Guido
2006,1964,Tabellini Guido
2007,2199,Tabellini Guido
2008,2478,Tabellini Guido
2009,2447,Tabellini Guido
2010,2625,Tabellini Guido
2011,2646,Tabellini Guido
2012,2720,Tabellini Guido
2013,2976,Tabellini Guido
2014,2755,Tabellini Guido
2015,2957,Tabellini Guido
2016,2932,Tabellini Guido
2017,2908,Tabellini Guido
2018,2850,Tabellini Guido
2019,2786,Tabellini Guido
2020,2848,Tabellini Guido
2021,3055,Tabellini Guido
2022,2638,Tabellini Guido
2023,1446,Tabellini Guido
2012,18,Hovy Dirk
2013,46,Hovy Dirk
2014,86,Hovy Dirk
2015,163,Hovy Dirk
2016,259,Hovy Dirk
2017,287,Hovy Dirk
2018,451,Hovy Dirk
2019,587,Hovy Dirk
2020,833,Hovy Dirk
2021,1225,Hovy Dirk
2022,1573,Hovy Dirk
2023,1011,Hovy Dirk
2000,132,OTTAVIANO Gianmarco
2001,193,OTTAVIANO Gianmarco
2002,283,OTTAVIANO Gianmarco
2003,358,OTTAVIANO Gianmarco
2004,552,OTTAVIANO Gianmarco
2005,738,OTTAVIANO Gianmarco
2006,733,OTTAVIANO Gianmarco
2007,900,OTTAVIANO Gianmarco
2008,1250,OTTAVIANO Gianmarco
2009,1339,OTTAVIANO Gianmarco
2010,1492,OTTAVIANO Gianmarco
2011,1602,OTTAVIANO Gianmarco
2012,1700,OTTAVIANO Gianmarco
2013,1881,OTTAVIANO Gianmarco
2014,1778,OTTAVIANO Gianmarco
2015,1882,OTTAVIANO Gianmarco
2016,1923,OTTAVIANO Gianmarco
2017,1933,OTTAVIANO Gianmarco
2018,2097,OTTAVIANO Gianmarco
2019,1853,OTTAVIANO Gianmarco
2020,1919,OTTAVIANO Gianmarco
2021,1604,OTTAVIANO Gianmarco
2022,1675,OTTAVIANO Gianmarco
2023,847,OTTAVIANO Gianmarco
2013,3,NAGLER Florian
2014,11,NAGLER Florian
2015,17,NAGLER Florian
2016,29,NAGLER Florian
2017,29,NAGLER Florian
2018,34,NAGLER Florian
2019,45,NAGLER Florian
2020,78,NAGLER Florian
2021,67,NAGLER Florian
2022,112,NAGLER Florian
2023,43,NAGLER Florian
2002,21,MORELLI Massimo
2003,40,MORELLI Massimo
2004,47,MORELLI Massimo
2005,77,MORELLI Massimo
2006,83,MORELLI Massimo
2007,120,MORELLI Massimo
2008,139,MORELLI Massimo
2009,146,MORELLI Massimo
2010,178,MORELLI Massimo
2011,172,MORELLI Massimo
2012,207,MORELLI Massimo
2013,263,MORELLI Massimo
2014,278,MORELLI Massimo
2015,326,MORELLI Massimo
2016,367,MORELLI Massimo
2017,428,MORELLI Massimo
2018,387,MORELLI Massimo
2019,471,MORELLI Massimo
2020,566,MORELLI Massimo
2021,627,MORELLI Massimo
2022,661,MORELLI Massimo
2023,373,MORELLI Massimo
2005,30,Nannicini Tommaso
2006,28,Nannicini Tommaso
2007,46,Nannicini Tommaso
2008,71,Nannicini Tommaso
2009,88,Nannicini Tommaso
2010,123,Nannicini Tommaso
2011,183,Nannicini Tommaso
2012,231,Nannicini Tommaso
2013,349,Nannicini Tommaso
2014,414,Nannicini Tommaso
2015,490,Nannicini Tommaso
2016,600,Nannicini Tommaso
2017,566,Nannicini Tommaso
2018,651,Nannicini Tommaso
2019,702,Nannicini Tommaso
2020,722,Nannicini Tommaso
2021,790,Nannicini Tommaso
2022,764,Nannicini Tommaso
2023,454,Nannicini Tommaso
2010,4,NUNNARI Salvatore
2011,5,NUNNARI Salvatore
2012,17,NUNNARI Salvatore
2013,22,NUNNARI Salvatore
2014,34,NUNNARI Salvatore
2015,55,NUNNARI Salvatore
2016,43,NUNNARI Salvatore
2017,61,NUNNARI Salvatore
2018,59,NUNNARI Salvatore
2019,56,NUNNARI Salvatore
2020,67,NUNNARI Salvatore
2021,57,NUNNARI Salvatore
2022,100,NUNNARI Salvatore
2023,54,NUNNARI Salvatore
2007,109,Stuckler David
2008,152,Stuckler David
2009,302,Stuckler David
2010,480,Stuckler David
2011,841,Stuckler David
2012,1315,Stuckler David
2013,2082,Stuckler David
2014,2827,Stuckler David
2015,3161,Stuckler David
2016,3402,Stuckler David
2017,3561,Stuckler David
2018,3547,Stuckler David
2019,3758,Stuckler David
2020,4242,Stuckler David
2021,4639,Stuckler David
2022,4392,Stuckler David
2023,2061,Stuckler David
2016,1,ZANELLA Giacomo
2017,6,ZANELLA Giacomo
2018,14,ZANELLA Giacomo
2019,19,ZANELLA Giacomo
2020,38,ZANELLA Giacomo
2021,71,ZANELLA Giacomo
2022,126,ZANELLA Giacomo
2023,97,ZANELLA Giacomo
2009,4,Decarolis Francesco
2010,15,Decarolis Francesco
2011,12,Decarolis Francesco
2012,21,Decarolis Francesco
